demographic,category,measure,label,value,r,theme
Occupation of main role [H08],Specialist - Engineering  ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.35,5060,LC
Occupation of main role [H08],Specialist - Health  ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.46,2558,LC
Occupation of main role [H08],Specialist - Legal  ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.41,7416,LC
Occupation of main role [H08],Specialist - Operational research ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.42,962,LC
Occupation of main role [H08],Operations - Tax ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.29,5198,LC
Occupation of main role [H08],Operations - Transport,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.26,2058,LC
Occupation of main role [H08],Operations - Property,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.44,2333,LC
Occupation of main role [H08],Operations - Other operations,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.43,25649,LC
Occupation of main role [H08],CS - Commercial,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.47,3813,LC
Occupation of main role [H08],CS - Estates,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.38,572,LC
Occupation of main role [H08],CS - Finance,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.47,8318,LC
Occupation of main role [H08],CS - Human resources,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.48,7415,LC
Occupation of main role [H08],CS - Internal audit,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.41,821,LC
Occupation of main role [H08],CS - IT and Digital,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.41,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.39,2041,LC
Occupation of main role [H08],CS - Project delivery,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.5,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.65,1745,LC
Occupation of main role [H08],CS - Security,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.46,3816,LC
Occupation of main role [H08],CS - Strategy,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.6,1824,LC
Occupation of main role [H08],Policy,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.58,22087,LC
Occupation of main role [H08],Specialist - Animal health,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.33,478,LC
Occupation of main role [H08],Specialist - Cartography,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.41,837,LC
Occupation of main role [H08],Specialist - Communications ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.54,4117,LC
Occupation of main role [H08],Specialist - Economics,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.63,1721,LC
Occupation of main role [H08],Specialist - Engineering  ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.33,5060,LC
Occupation of main role [H08],Specialist - Health  ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.49,2558,LC
Occupation of main role [H08],Specialist - Legal  ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.43,7416,LC
Occupation of main role [H08],Specialist - Operational research ,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.47,962,LC
Occupation of main role [H08],Operations - Tax ,B42,I feel that change is managed well in [my organisation],0.18,5198,LC
Occupation of main role [H08],Operations - Transport,B42,I feel that change is managed well in [my organisation],0.24,2058,LC
Occupation of main role [H08],Operations - Property,B42,I feel that change is managed well in [my organisation],0.32,2333,LC
Occupation of main role [H08],Operations - Other operations,B42,I feel that change is managed well in [my organisation],0.35,25649,LC
Occupation of main role [H08],CS - Commercial,B42,I feel that change is managed well in [my organisation],0.27,3813,LC
Occupation of main role [H08],CS - Estates,B42,I feel that change is managed well in [my organisation],0.22,572,LC
Occupation of main role [H08],CS - Finance,B42,I feel that change is managed well in [my organisation],0.32,8318,LC
Occupation of main role [H08],CS - Human resources,B42,I feel that change is managed well in [my organisation],0.34,7415,LC
Occupation of main role [H08],CS - Internal audit,B42,I feel that change is managed well in [my organisation],0.23,821,LC
Occupation of main role [H08],CS - IT and Digital,B42,I feel that change is managed well in [my organisation],0.28,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B42,I feel that change is managed well in [my organisation],0.25,2041,LC
Occupation of main role [H08],CS - Project delivery,B42,I feel that change is managed well in [my organisation],0.35,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B42,I feel that change is managed well in [my organisation],0.45,1745,LC
Occupation of main role [H08],CS - Security,B42,I feel that change is managed well in [my organisation],0.37,3816,LC
Occupation of main role [H08],CS - Strategy,B42,I feel that change is managed well in [my organisation],0.4,1824,LC
Occupation of main role [H08],Policy,B42,I feel that change is managed well in [my organisation],0.38,22087,LC
Occupation of main role [H08],Specialist - Animal health,B42,I feel that change is managed well in [my organisation],0.17,478,LC
Occupation of main role [H08],Specialist - Cartography,B42,I feel that change is managed well in [my organisation],0.24,837,LC
Occupation of main role [H08],Specialist - Communications ,B42,I feel that change is managed well in [my organisation],0.38,4117,LC
Occupation of main role [H08],Specialist - Economics,B42,I feel that change is managed well in [my organisation],0.44,1721,LC
Occupation of main role [H08],Specialist - Engineering  ,B42,I feel that change is managed well in [my organisation],0.17,5060,LC
Occupation of main role [H08],Specialist - Health  ,B42,I feel that change is managed well in [my organisation],0.32,2558,LC
Occupation of main role [H08],Specialist - Legal  ,B42,I feel that change is managed well in [my organisation],0.3,7416,LC
Occupation of main role [H08],Specialist - Operational research ,B42,I feel that change is managed well in [my organisation],0.29,962,LC
Occupation of main role [H08],Operations - Tax ,B43,When changes are made in [my organisation] they are usually for the better,0.17,5198,LC
Occupation of main role [H08],Operations - Transport,B43,When changes are made in [my organisation] they are usually for the better,0.24,2058,LC
Occupation of main role [H08],Operations - Property,B43,When changes are made in [my organisation] they are usually for the better,0.3,2333,LC
Occupation of main role [H08],Operations - Other operations,B43,When changes are made in [my organisation] they are usually for the better,0.33,25649,LC
Occupation of main role [H08],CS - Commercial,B43,When changes are made in [my organisation] they are usually for the better,0.3,3813,LC
Occupation of main role [H08],CS - Estates,B43,When changes are made in [my organisation] they are usually for the better,0.17,572,LC
Occupation of main role [H08],CS - Finance,B43,When changes are made in [my organisation] they are usually for the better,0.31,8318,LC
Occupation of main role [H08],CS - Human resources,B43,When changes are made in [my organisation] they are usually for the better,0.36,7415,LC
Occupation of main role [H08],CS - Internal audit,B43,When changes are made in [my organisation] they are usually for the better,0.27,821,LC
Occupation of main role [H08],CS - IT and Digital,B43,When changes are made in [my organisation] they are usually for the better,0.33,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B43,When changes are made in [my organisation] they are usually for the better,0.24,2041,LC
Occupation of main role [H08],CS - Project delivery,B43,When changes are made in [my organisation] they are usually for the better,0.37,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B43,When changes are made in [my organisation] they are usually for the better,0.45,1745,LC
Occupation of main role [H08],CS - Security,B43,When changes are made in [my organisation] they are usually for the better,0.34,3816,LC
Occupation of main role [H08],CS - Strategy,B43,When changes are made in [my organisation] they are usually for the better,0.43,1824,LC
Occupation of main role [H08],Policy,B43,When changes are made in [my organisation] they are usually for the better,0.35,22087,LC
Occupation of main role [H08],Specialist - Animal health,B43,When changes are made in [my organisation] they are usually for the better,0.15,478,LC
Occupation of main role [H08],Specialist - Cartography,B43,When changes are made in [my organisation] they are usually for the better,0.24,837,LC
